date,stock_id,buy_Dealer_Hedging,buy_Dealer_self,buy_Foreign_Dealer_Self,buy_Foreign_Investor,buy_Investment_Trust,net_Dealer_Hedging,net_Dealer_self,net_Foreign_Dealer_Self,net_Foreign_Investor,net_Investment_Trust,sell_Dealer_Hedging,sell_Dealer_self,sell_Foreign_Dealer_Self,sell_Foreign_Investor,sell_Investment_Trust,net_Dealer_Hedging_5d,net_Dealer_Hedging_20d,net_Dealer_self_5d,net_Dealer_self_20d,net_Foreign_Dealer_Self_5d,net_Foreign_Dealer_Self_20d,net_Foreign_Investor_5d,net_Foreign_Investor_20d,net_Investment_Trust_5d,net_Investment_Trust_20d
2025-07-08,3026,3000,3000,0,66000,0,2575,3000,0,-14000,0,425,0,0,80000,0,31208.0,55208.0,-13000.0,-14000.0,0.0,0.0,-58823.0,-99944.0,0.0,0.0
2025-07-09,3026,0,0,0,72000,0,-76,0,0,32000,0,76,0,0,40000,0,29237.0,55132.0,-12000.0,-14000.0,0.0,0.0,28177.0,-67944.0,0.0,0.0
2025-07-10,3026,0,0,0,62000,0,0,-12000,0,19000,0,0,12000,0,43000,0,28237.0,55132.0,-8000.0,-26000.0,0.0,0.0,-22000.0,-48944.0,0.0,0.0
2025-07-11,3026,1000,0,0,91495,0,804,-2000,0,72495,0,196,2000,0,19000,0,14041.0,55936.0,-10000.0,-28000.0,0.0,0.0,115495.0,23551.0,0.0,0.0
2025-07-14,3026,1000,0,0,28057,0,-96,-2000,0,-28943,0,1096,2000,0,57000,0,3207.0,55840.0,-13000.0,-30000.0,0.0,0.0,80552.0,-5392.0,0.0,0.0
2025-07-15,3026,0,1000,0,7000,0,-366,-4000,0,-36000,0,366,5000,0,43000,0,266.0,55474.0,-20000.0,-34000.0,0.0,0.0,58552.0,-41392.0,0.0,0.0
2025-07-16,3026,0,4000,0,94274,0,0,0,0,32274,0,0,4000,0,62000,0,342.0,55474.0,-20000.0,-34000.0,0.0,0.0,58826.0,-9118.0,0.0,0.0
2025-07-17,3026,0,1000,0,84970,0,-95,-1000,0,53970,0,95,2000,0,31000,0,247.0,55379.0,-9000.0,-35000.0,0.0,0.0,93796.0,44852.0,0.0,0.0
2025-07-18,3026,1000,4000,0,32000,0,534,4000,0,1000,0,466,0,0,31000,0,-23.0,55913.0,-3000.0,-31000.0,0.0,0.0,22301.0,45852.0,0.0,0.0
2025-07-21,3026,0,0,0,103879,0,-167,0,0,47879,0,167,0,0,56000,0,-94.0,55746.0,-1000.0,-31000.0,0.0,0.0,99123.0,93731.0,0.0,0.0
2025-07-22,3026,4000,2000,0,30000,0,-153,2000,0,-67000,0,4153,0,0,97000,0,119.0,55593.0,5000.0,-29000.0,0.0,0.0,68123.0,26731.0,0.0,0.0
2025-07-23,3026,0,12000,0,48000,0,0,12000,0,15000,0,0,0,0,33000,0,119.0,39593.0,17000.0,-12308.0,0.0,0.0,50849.0,83761.0,0.0,0.0
2025-07-24,3026,0,0,0,25000,0,0,0,0,12000,0,0,0,0,13000,0,214.0,39593.0,18000.0,-5323.0,0.0,0.0,8879.0,82048.0,0.0,0.0
2025-07-25,3026,0,0,0,37000,0,-11,-1000,0,7000,0,11,1000,0,30000,0,-331.0,40582.0,13000.0,15168.0,0.0,0.0,14879.0,73648.0,0.0,0.0
2025-07-28,3026,1000,0,0,83000,0,-58,0,0,68000,0,1058,0,0,15000,0,-222.0,40524.0,13000.0,20000.0,0.0,0.0,35000.0,140648.0,0.0,0.0
2025-07-29,3026,0,1000,0,33000,0,-1000,1000,0,14000,0,1000,0,0,19000,0,-1069.0,30524.0,12000.0,-16000.0,0.0,0.0,116000.0,183852.0,0.0,0.0
2025-07-30,3026,0,3000,0,37000,0,-327,3000,0,14000,0,327,0,0,23000,0,-1396.0,28302.0,3000.0,-12000.0,0.0,0.0,115000.0,252852.0,0.0,0.0
2025-07-31,3026,11000,4000,0,308000,0,5419,1000,0,272000,0,5581,3000,0,36000,0,4023.0,32721.0,4000.0,5000.0,0.0,0.0,375000.0,455675.0,0.0,0.0
2025-08-01,3026,1000,0,0,25000,0,-11185,-27000,0,-58000,0,12185,27000,0,83000,0,-7151.0,6536.0,-22000.0,-22000.0,0.0,0.0,310000.0,462675.0,0.0,0.0
2025-08-04,3026,0,0,0,38012,0,0,-2000,0,26012,0,0,2000,0,12000,0,-7093.0,-4202.0,-24000.0,-25000.0,0.0,0.0,268012.0,482687.0,0.0,0.0
2025-08-05,3026,3234,0,0,149000,0,2234,-1000,0,130000,0,1000,1000,0,19000,0,-3859.0,-4543.0,-26000.0,-29000.0,0.0,0.0,384012.0,626687.0,0.0,0.0
2025-08-06,3026,1000,5000,0,36000,0,1000,5000,0,17000,0,0,0,0,19000,0,-2532.0,-3467.0,-24000.0,-24000.0,0.0,0.0,387012.0,611687.0,0.0,0.0
2025-08-07,3026,2000,1000,0,45000,0,0,1000,0,16000,0,2000,0,0,29000,0,-7951.0,-3467.0,-24000.0,-11000.0,0.0,0.0,131012.0,608687.0,0.0,0.0
2025-08-08,3026,0,0,0,11000,0,-1653,-2000,0,-84000,0,1653,2000,0,95000,0,1581.0,-5924.0,1000.0,-11000.0,0.0,0.0,105012.0,452192.0,0.0,0.0
2025-08-11,3026,1000,1000,0,14000,0,292,1000,0,-57000,0,708,0,0,71000,0,1873.0,-5536.0,4000.0,-8000.0,0.0,0.0,22000.0,424135.0,0.0,0.0
2025-08-12,3026,2000,0,0,11000,0,1240,-3000,0,-54000,0,760,3000,0,65000,0,879.0,-3930.0,2000.0,-7000.0,0.0,0.0,-162000.0,406135.0,0.0,0.0
2025-08-13,3026,1000,1000,0,34000,0,-481,1000,0,-34000,0,1481,0,0,68000,0,-602.0,-4411.0,-2000.0,-6000.0,0.0,0.0,-213000.0,339861.0,0.0,0.0
2025-08-14,3026,1000,2000,0,29000,0,417,-20000,0,11000,0,583,22000,0,18000,0,-185.0,-3899.0,-23000.0,-25000.0,0.0,0.0,-218000.0,296891.0,0.0,0.0
2025-08-15,3026,0,2000,0,21000,0,0,1000,0,-1000,0,0,1000,0,22000,0,1468.0,-4433.0,-20000.0,-28000.0,0.0,0.0,-135000.0,294891.0,0.0,0.0
2025-08-18,3026,2000,1000,0,61000,0,-1000,1000,0,39000,0,3000,0,0,22000,0,176.0,-5266.0,-20000.0,-27000.0,0.0,0.0,-39000.0,286012.0,0.0,0.0
2025-08-19,3026,0,1000,0,53000,0,-13000,1000,0,35000,0,13000,0,0,18000,0,-14064.0,-18113.0,-16000.0,-28000.0,0.0,0.0,50000.0,388012.0,0.0,0.0
2025-08-20,3026,1000,1000,0,26000,0,0,1000,0,-28000,0,1000,0,0,54000,0,-13583.0,-18113.0,-16000.0,-39000.0,0.0,0.0,56000.0,345012.0,0.0,0.0
2025-08-21,3026,0,0,0,88758,0,-1000,0,0,31758,0,1000,0,0,57000,0,-15000.0,-19113.0,4000.0,-39000.0,0.0,0.0,76758.0,364770.0,0.0,0.0
2025-08-22,3026,0,1000,0,388000,0,-2000,1000,0,316000,0,2000,0,0,72000,0,-17000.0,-21102.0,4000.0,-37000.0,0.0,0.0,393758.0,673770.0,0.0,0.0
2025-08-25,3026,0,0,0,154000,0,0,-8000,0,75000,0,0,8000,0,79000,0,-16000.0,-21044.0,-5000.0,-45000.0,0.0,0.0,429758.0,680770.0,0.0,0.0
2025-08-26,3026,0,7000,0,173008,0,0,-2000,0,-88027,0,0,9000,0,261035,0,-3000.0,-20044.0,-8000.0,-48000.0,0.0,0.0,306731.0,578743.0,0.0,0.0
2025-08-27,3026,0,0,0,176000,0,0,0,0,129000,0,0,0,0,47000,0,-3000.0,-19717.0,-9000.0,-51000.0,0.0,0.0,463731.0,693743.0,0.0,0.0
2025-08-28,3026,2000,0,0,158758,0,0,-5000,0,46713,0,2000,5000,0,112045,0,-2000.0,-25136.0,-14000.0,-57000.0,0.0,0.0,478686.0,468456.0,0.0,0.0
2025-08-29,3026,3000,1000,0,109000,0,0,1000,0,81000,0,3000,0,0,28000,0,0.0,-13951.0,-14000.0,-29000.0,0.0,0.0,243686.0,607456.0,0.0,0.0
2025-09-01,3026,0,0,0,54000,0,0,0,0,-23000,0,0,0,0,77000,0,0.0,-13951.0,-6000.0,-27000.0,0.0,0.0,145686.0,558444.0,0.0,0.0
2025-09-02,3026,0,0,0,33000,0,-1000,0,0,-21000,0,1000,0,0,54000,0,-1000.0,-17185.0,-4000.0,-26000.0,0.0,0.0,212713.0,407444.0,0.0,0.0
2025-09-03,3026,6000,0,0,77516,0,6000,0,0,47516,0,0,0,0,30000,0,5000.0,-12185.0,-4000.0,-31000.0,0.0,0.0,131229.0,437960.0,0.0,0.0
2025-09-04,3026,0,0,0,42054,0,0,0,0,-7946,0,0,0,0,50000,0,5000.0,-12185.0,1000.0,-32000.0,0.0,0.0,76570.0,414014.0,0.0,0.0
2025-09-05,3026,6000,2000,0,43000,0,3000,2000,0,-47000,0,3000,0,0,90000,0,8000.0,-7532.0,2000.0,-28000.0,0.0,0.0,-51430.0,451014.0,0.0,0.0
2025-09-08,3026,1000,0,0,97000,0,1000,0,0,-86348,0,0,0,0,183348,0,9000.0,-6824.0,2000.0,-29000.0,0.0,0.0,-114778.0,421666.0,0.0,0.0
2025-09-09,3026,0,0,0,165000,0,-4000,0,0,156000,0,4000,0,0,9000,0,6000.0,-12064.0,2000.0,-26000.0,0.0,0.0,62222.0,631666.0,0.0,0.0
2025-09-10,3026,0,3000,0,83000,0,0,1000,0,70000,0,0,2000,0,13000,0,0.0,-11583.0,3000.0,-26000.0,0.0,0.0,84706.0,735666.0,0.0,0.0
2025-09-11,3026,0,3000,0,79000,0,0,1000,0,52000,0,0,2000,0,27000,0,0.0,-12000.0,4000.0,-5000.0,0.0,0.0,144652.0,776666.0,0.0,0.0
2025-09-12,3026,1068,4000,0,485637,0,68,4000,0,418337,0,1000,0,0,67300,0,-2932.0,-11932.0,6000.0,-2000.0,0.0,0.0,609989.0,1196003.0,0.0,0.0
2025-09-15,3026,1000,34000,0,88000,0,1000,34000,0,6000,0,0,0,0,82000,0,-2932.0,-9932.0,40000.0,31000.0,0.0,0.0,702337.0,1163003.0,0.0,0.0
2025-09-16,3026,0,1000,0,157000,0,0,1000,0,110000,0,0,0,0,47000,0,1068.0,3068.0,41000.0,31000.0,0.0,0.0,656337.0,1238003.0,0.0,0.0
2025-09-17,3026,0,0,0,332000,0,0,0,0,227650,0,0,0,0,104350,0,1068.0,3068.0,40000.0,30000.0,0.0,0.0,813987.0,1493653.0,0.0,0.0
2025-09-18,3026,0,2000,0,279000,0,-1000,2000,0,207000,0,1000,0,0,72000,0,68.0,3068.0,41000.0,32000.0,0.0,0.0,968987.0,1668895.0,0.0,0.0
2025-09-19,3026,21070,8000,0,1512010,0,12070,-59000,0,722910,0,9000,67000,0,789100,0,12070.0,17138.0,-22000.0,-28000.0,0.0,0.0,1273560.0,2075805.0,0.0,0.0
2025-09-22,3026,13000,73000,0,1346010,0,-6000,-4000,0,-1589990,0,19000,77000,0,2936000,0,5070.0,11138.0,-60000.0,-24000.0,0.0,0.0,-322430.0,410815.0,0.0,0.0
2025-09-23,3026,21000,6000,0,1127010,0,1583,-15000,0,578978,0,19417,21000,0,548032,0,6653.0,12721.0,-76000.0,-37000.0,0.0,0.0,146548.0,1077820.0,0.0,0.0
2025-06-25,3036,129188,102915,0,2541589,2402000,47476,-156328,0,-443764,1423000,81712,259243,0,2985353,979000,47476.0,47476.0,-156328.0,-156328.0,0.0,0.0,-443764.0,-443764.0,1423000.0,1423000.0
2025-06-26,3036,570983,257264,0,2444121,27886000,194622,-126602,0,-13133579,23085000,376361,383866,0,15577700,4801000,242098.0,242098.0,-282930.0,-282930.0,0.0,0.0,-13577343.0,-13577343.0,24508000.0,24508000.0
2025-06-27,3036,1636113,195715,0,9916297,28544000,-4588273,-731032,0,-9823704,21343000,6224386,926747,0,19740001,7201000,-4346175.0,-4346175.0,-1013962.0,-1013962.0,0.0,0.0,-23401047.0,-23401047.0,45851000.0,45851000.0
2025-06-30,3036,2322000,366489,0,8260318,40000,2087545,289796,0,2568061,-888000,234455,76693,0,5692257,928000,-2258630.0,-2258630.0,-724166.0,-724166.0,0.0,0.0,-20832986.0,-20832986.0,44963000.0,44963000.0
2025-07-01,3036,1637015,69980,0,3282450,1872000,1523808,-31020,0,-738575,1226000,113207,101000,0,4021025,646000,-734822.0,-734822.0,-755186.0,-755186.0,0.0,0.0,-21571561.0,-21571561.0,46189000.0,46189000.0
2025-07-02,3036,314784,44000,0,3094000,1311000,244372,21000,0,43680,23000,70412,23000,0,3050320,1288000,-537926.0,-490450.0,-577858.0,-734186.0,0.0,0.0,-21084117.0,-21527881.0,44789000.0,46212000.0
2025-07-03,3036,83669,53000,0,2377056,3020000,53315,3969,0,-503944,491000,30354,49031,0,2881000,2529000,-679233.0,-437135.0,-447287.0,-730217.0,0.0,0.0,-8454482.0,-22031825.0,22195000.0,46703000.0
2025-07-04,3036,187000,1000,0,1856000,544000,158976,-55016,0,-277000,-125000,28024,56016,0,2133000,669000,4068016.0,-278159.0,228729.0,-785233.0,0.0,0.0,1092222.0,-22308825.0,727000.0,46578000.0
2025-07-07,3036,395784,2000,0,1908462,1264000,372946,-5447,0,-169538,56000,22838,7447,0,2078000,1208000,2353417.0,94787.0,-66514.0,-790680.0,0.0,0.0,-1645377.0,-22478363.0,1671000.0,46634000.0
2025-07-08,3036,177636,14000,0,1681000,1261000,157929,14000,0,34500,1029000,19707,0,0,1646500,232000,987538.0,252716.0,-21494.0,-776680.0,0.0,0.0,-872302.0,-22443863.0,1474000.0,47663000.0
2025-07-09,3036,98854,2000,0,911000,2225000,71568,-8000,0,-925273,2221000,27286,10000,0,1836273,4000,814734.0,324284.0,-50494.0,-784680.0,0.0,0.0,-1841255.0,-23369136.0,3672000.0,49884000.0
2025-07-10,3036,57210,257,0,1052984,1316000,29053,-22743,0,-319016,1270000,28157,23000,0,1372000,46000,790472.0,353337.0,-77206.0,-807423.0,0.0,0.0,-1656327.0,-23688152.0,4451000.0,51154000.0
2025-07-11,3036,23035,3094,0,612000,1751000,3035,-32561,0,-787612,1740000,20000,35655,0,1399612,11000,634531.0,356372.0,-54751.0,-839984.0,0.0,0.0,-2166939.0,-24475764.0,6316000.0,52894000.0
2025-07-14,3036,311423,0,0,413060,771000,280423,-11000,0,-1115190,700000,31000,11000,0,1528250,71000,542008.0,636795.0,-60304.0,-850984.0,0.0,0.0,-3112591.0,-25590954.0,6960000.0,53594000.0
2025-07-16,3036,908755,120000,0,1806928,248000,802051,53000,0,-294471,72000,106704,67000,0,2101399,176000,1186130.0,1438846.0,-21304.0,-797984.0,0.0,0.0,-3441562.0,-25885425.0,6003000.0,53666000.0
2025-07-17,3036,132512,28000,0,2444850,30000,99338,-23273,0,-906527,-338000,33174,51273,0,3351377,368000,1213900.0,1538184.0,-36577.0,-821257.0,0.0,0.0,-3422816.0,-26791952.0,3444000.0,53328000.0
2025-07-18,3036,218460,23000,0,888000,1000,211137,23000,0,-31345,-154000,7323,0,0,919345,155000,1395984.0,1749321.0,9166.0,-798257.0,0.0,0.0,-3135145.0,-26823297.0,2020000.0,53174000.0
2025-07-21,3036,165444,10000,0,985500,163000,155444,7000,0,91500,101000,10000,3000,0,894000,62000,1548393.0,1904765.0,48727.0,-791257.0,0.0,0.0,-2256033.0,-26731797.0,381000.0,53275000.0
2025-07-22,3036,161696,11764,0,1120000,742000,146696,11764,0,-1000,659000,15000,0,0,1121000,83000,1414666.0,2051461.0,71491.0,-779493.0,0.0,0.0,-1141843.0,-26732797.0,340000.0,53934000.0
2025-07-23,3036,73038,96000,0,1514477,300000,55038,96000,0,903947,71000,18000,0,0,610530,229000,667653.0,2106499.0,114491.0,-683493.0,0.0,0.0,56575.0,-25828850.0,339000.0,54005000.0
2025-07-24,3036,8000,5056,0,417145,0,-12607,4541,0,-233859,-45000,20607,515,0,651004,45000,555708.0,2046416.0,142305.0,-522624.0,0.0,0.0,729243.0,-25618945.0,632000.0,52537000.0
2025-07-25,3036,13942,4000,0,820000,94000,-3074,-13000,0,403000,-119000,17016,17000,0,417000,213000,341497.0,1848720.0,106305.0,-409022.0,0.0,0.0,1163588.0,-12082366.0,667000.0,29333000.0
2025-07-28,3036,115322,9000,0,2446366,86000,108869,8000,0,1579366,60000,6453,1000,0,867000,26000,294922.0,6545862.0,107305.0,330010.0,0.0,0.0,2651454.0,-679296.0,626000.0,8050000.0
2025-07-29,3036,76927,11000,0,753000,463000,47918,11000,0,118250,414000,29009,0,0,634750,49000,196144.0,4506235.0,106541.0,51214.0,0.0,0.0,2770704.0,-3129107.0,381000.0,9352000.0
2025-07-30,3036,198009,27000,0,1962000,447000,192285,27000,0,736991,440000,5724,0,0,1225009,7000,333391.0,3174712.0,37541.0,109234.0,0.0,0.0,2603748.0,-1653541.0,750000.0,8566000.0
2025-07-31,3036,1827,67000,0,1371000,63000,-54795,55000,0,-174687,20000,56622,12000,0,1545687,43000,291203.0,2875545.0,88000.0,143234.0,0.0,0.0,2662920.0,-1871908.0,815000.0,8563000.0
2025-08-01,3036,102852,43384,0,639000,142000,88852,41294,0,-100643,117000,14000,2090,0,739643,25000,383129.0,2911082.0,142294.0,180559.0,0.0,0.0,2159277.0,-1468607.0,1051000.0,8189000.0
2025-08-04,3036,49124,1082,0,1165000,101000,29124,-20027,0,491982,-184000,20000,21109,0,673018,285000,303384.0,2781230.0,114267.0,215548.0,0.0,0.0,1071893.0,-699625.0,807000.0,8130000.0
2025-08-05,3036,154913,19853,0,1080000,194000,111642,7749,0,405026,177000,43271,12104,0,674974,17000,367108.0,2519926.0,111016.0,228744.0,0.0,0.0,1358669.0,-125061.0,570000.0,8251000.0
2025-08-06,3036,25000,1000,0,1200332,135000,-11001,-15000,0,510385,-516000,36001,16000,0,689947,651000,163822.0,2350996.0,69016.0,199744.0,0.0,0.0,1132063.0,350824.0,-386000.0,6706000.0
2025-08-07,3036,81209,28942,0,940035,162000,18072,3450,0,-3591234,57000,63137,25492,0,4531269,105000,236689.0,2297500.0,17466.0,211194.0,0.0,0.0,-2284484.0,-2315137.0,-349000.0,4542000.0
2025-08-08,3036,77486,21000,0,2133187,11000,33192,10905,0,-131813,-141000,44294,10095,0,2265000,152000,181029.0,2301639.0,-12923.0,244842.0,0.0,0.0,-2315654.0,-2127934.0,-607000.0,3131000.0
2025-08-11,3036,85745,9000,0,1296000,172000,69383,1000,0,67250,-11000,16362,8000,0,1228750,183000,221288.0,2367987.0,8104.0,278403.0,0.0,0.0,-2740386.0,-1273072.0,-434000.0,1380000.0
2025-08-12,3036,14000,0,0,750000,31000,-37531,-4000,0,-346001,18000,51531,4000,0,1096001,13000,72115.0,2050033.0,-3645.0,285403.0,0.0,0.0,-3491413.0,-503883.0,-593000.0,698000.0
2025-08-13,3036,16000,9000,0,1087000,118000,8237,1000,0,238000,93000,7763,8000,0,849000,25000,91353.0,1256219.0,12355.0,233403.0,0.0,0.0,-3763798.0,28588.0,16000.0,719000.0
2025-08-14,3036,6678,40000,0,582396,219000,-4917,23000,0,-314114,-6000,11595,17000,0,896510,225000,68364.0,1151964.0,31905.0,279676.0,0.0,0.0,-486678.0,621001.0,-47000.0,1051000.0
2025-08-15,3036,13000,18081,0,551000,421000,10000,-919,0,-674947,200000,3000,19000,0,1225947,221000,45172.0,950827.0,20081.0,255757.0,0.0,0.0,-1029812.0,-22601.0,294000.0,1405000.0
2025-08-18,3036,14874,6000,0,704000,842000,-6746,-4000,0,-351250,829000,21620,10000,0,1055250,13000,-30957.0,788637.0,15081.0,244757.0,0.0,0.0,-1448312.0,-465351.0,1134000.0,2133000.0
2025-08-19,3036,6000,7000,0,236000,654000,-13613,-4526,0,-822000,592000,19613,11526,0,1058000,62000,-7039.0,628328.0,14555.0,228467.0,0.0,0.0,-1924311.0,-1286351.0,1708000.0,2066000.0
2025-08-20,3036,308000,46000,0,693000,259000,241584,30341,0,-1403000,213000,66416,15659,0,2096000,46000,226308.0,814874.0,43896.0,162808.0,0.0,0.0,-3565311.0,-3593298.0,1828000.0,2208000.0
2025-08-21,3036,33526,6000,0,745073,219000,6344,6000,0,200073,-485000,27182,0,0,545000,704000,237569.0,833825.0,26896.0,164267.0,0.0,0.0,-3051124.0,-3159366.0,1349000.0,1768000.0
2025-08-22,3036,43718,14000,0,894000,174000,27669,11000,0,282000,-5000,16049,3000,0,612000,179000,255238.0,864568.0,38815.0,188267.0,0.0,0.0,-2094177.0,-3280366.0,1144000.0,1882000.0
2025-08-25,3036,12000,16174,0,934000,77000,2543,8169,0,-28000,64000,9457,8005,0,962000,13000,264527.0,758242.0,50984.0,188436.0,0.0,0.0,-1770927.0,-4887732.0,379000.0,1886000.0
2025-08-26,3036,42983,2000,0,1035602,4000,42949,1734,0,-302398,-453000,34,266,0,1338000,457000,321089.0,753273.0,57244.0,179170.0,0.0,0.0,-1251325.0,-5308380.0,-666000.0,1019000.0
2025-08-27,3036,48302,15000,0,1876000,0,3717,14000,0,631000,-297000,44585,1000,0,1245000,297000,83222.0,564705.0,40903.0,166170.0,0.0,0.0,782675.0,-5414371.0,-1176000.0,282000.0
2025-08-28,3036,34657,11000,0,1162704,0,-5918,3000,0,224646,-353000,40575,8000,0,938058,353000,70960.0,613582.0,37903.0,114170.0,0.0,0.0,807248.0,-5015038.0,-1044000.0,-91000.0
2025-08-29,3036,8000,28259,0,452091,103000,-46271,27259,0,120091,-250000,54271,1000,0,332000,353000,-2980.0,478459.0,54162.0,100135.0,0.0,0.0,645339.0,-4794304.0,-1289000.0,-458000.0
2025-09-01,3036,50879,30000,0,446000,139000,-1336,-3883,0,-909000,75000,52215,33883,0,1355000,64000,-6859.0,447999.0,42110.0,116279.0,0.0,0.0,-235661.0,-6195286.0,-1278000.0,-199000.0
2025-09-02,3036,74421,25000,0,745066,566000,66634,18000,0,-568934,546000,7787,7000,0,1314000,20000,16826.0,402991.0,58376.0,126530.0,0.0,0.0,-502197.0,-7169246.0,-279000.0,170000.0
2025-09-03,3036,22825,8000,0,367000,504000,4376,8000,0,-427000,362000,18449,0,0,794000,142000,17485.0,418368.0,52376.0,149530.0,0.0,0.0,-1560197.0,-8106631.0,380000.0,1048000.0
2025-09-04,3036,104527,25000,0,1471000,1185000,81808,23504,0,160947,1098000,22719,1496,0,1310053,87000,105211.0,482104.0,72880.0,169584.0,0.0,0.0,-1623896.0,-4354450.0,1831000.0,2089000.0
2025-09-05,3036,7947,20000,0,309000,0,-43999,19378,0,-1257000,-128000,51946,622,0,1566000,128000,107483.0,404913.0,64999.0,178057.0,0.0,0.0,-3000987.0,-5479637.0,1953000.0,2102000.0
2025-09-08,3036,86176,27975,0,3679000,764000,32608,21048,0,1645000,718000,53568,6927,0,2034000,46000,141427.0,368138.0,89930.0,198105.0,0.0,0.0,-446987.0,-3901887.0,2596000.0,2831000.0
2025-09-09,3036,6050,0,0,1539000,0,-145322,-23000,0,357000,-247000,151372,23000,0,1182000,247000,-70529.0,260347.0,48930.0,179105.0,0.0,0.0,478947.0,-3198886.0,1803000.0,2566000.0
2025-09-10,3036,69509,17000,0,2335000,389000,-201934,2000,0,1371500,-176000,271443,15000,0,963500,565000,-276839.0,50176.0,42930.0,180105.0,0.0,0.0,2277447.0,-2065386.0,1265000.0,2297000.0
2025-09-11,3036,23790,16818,0,2476000,127000,-190445,-7182,0,2056995,-675000,214235,24000,0,419005,802000,-549092.0,-135352.0,12244.0,149923.0,0.0,0.0,4173495.0,305723.0,-508000.0,1628000.0
2025-09-12,3036,16335,30000,0,1801000,1000,-159399,18000,0,1408949,-656000,175734,12000,0,392051,657000,-664492.0,-304751.0,10866.0,168842.0,0.0,0.0,6839444.0,2389619.0,-1036000.0,772000.0
2025-09-15,3036,37424,9000,0,1903000,0,-38509,-99001,0,1254000,-720000,75933,108001,0,649000,720000,-735609.0,-336514.0,-109183.0,73841.0,0.0,0.0,6448444.0,3994869.0,-2474000.0,-777000.0
2025-09-16,3036,10831,4000,0,2512000,155000,-62169,-22000,0,2113500,-1676000,73000,26000,0,398500,1831000,-652456.0,-385070.0,-108183.0,56367.0,0.0,0.0,8204944.0,6930369.0,-3903000.0,-3045000.0
2025-09-17,3036,14841,1213,0,1789000,158000,-23289,-52787,0,1043550,-790000,38130,54000,0,745450,948000,-473811.0,-649943.0,-162970.0,-26761.0,0.0,0.0,7876994.0,9376919.0,-4517000.0,-4048000.0
2025-09-18,3036,167496,30000,0,5138831,489000,28386,5000,0,2967197,218000,139110,25000,0,2171634,271000,-254980.0,-627901.0,-150788.0,-27761.0,0.0,0.0,8787196.0,12144043.0,-3624000.0,-3345000.0
2025-09-19,3036,44623,85000,0,11255634,6000,-189916,63001,0,2198081,-827000,234539,21999,0,9057553,833000,-285497.0,-845486.0,-105787.0,24240.0,0.0,0.0,9576328.0,14060124.0,-3795000.0,-4167000.0
2025-09-22,3036,74828,47021,0,2525118,0,-15881,-22921,0,645612,-1347000,90709,69942,0,1879506,1347000,-262869.0,-863910.0,-29707.0,-6850.0,0.0,0.0,8967940.0,14733736.0,-4422000.0,-5578000.0
2025-09-23,3036,43132,24998,0,4229000,0,-90498,-25002,0,2988000,-1311000,133630,50000,0,1241000,1311000,-291198.0,-997357.0,-32709.0,-33586.0,0.0,0.0,9842440.0,18024134.0,-4057000.0,-6436000.0
2025-06-25,3037,434734,348000,0,19109649,97000,221054,222829,0,9470115,-28000,213680,125171,0,9639534,125000,221054.0,221054.0,222829.0,222829.0,0.0,0.0,9470115.0,9470115.0,-28000.0,-28000.0
2025-06-26,3037,59693,99000,0,8378971,1000,-92387,-133000,0,592517,-5000,152080,232000,0,7786454,6000,128667.0,128667.0,89829.0,89829.0,0.0,0.0,10062632.0,10062632.0,-33000.0,-33000.0
2025-06-27,3037,48886,6000,0,8077303,23000,-262386,-285073,0,1672101,-13000,311272,291073,0,6405202,36000,-133719.0,-133719.0,-195244.0,-195244.0,0.0,0.0,11734733.0,11734733.0,-46000.0,-46000.0
2025-06-30,3037,70909,14000,0,7303702,235000,29721,-29489,0,2318072,-158212,41188,43489,0,4985630,393212,-103998.0,-103998.0,-224733.0,-224733.0,0.0,0.0,14052805.0,14052805.0,-204212.0,-204212.0
2025-07-01,3037,109583,279106,0,7809202,618000,38753,259108,0,-2709891,617000,70830,19998,0,10519093,1000,-65245.0,-65245.0,34375.0,34375.0,0.0,0.0,11342914.0,11342914.0,412788.0,412788.0
2025-07-02,3037,61092,11000,0,3920105,290000,-17138,-7000,0,-561152,281000,78230,18000,0,4481257,9000,-303437.0,-82383.0,-195454.0,27375.0,0.0,0.0,1311647.0,10781762.0,721788.0,693788.0
2025-07-03,3037,1622675,659000,0,29066276,128000,1413636,268000,0,5188334,124468,209039,391000,0,23877942,3532,1202586.0,1331253.0,205546.0,295375.0,0.0,0.0,5907464.0,15970096.0,851256.0,818256.0
2025-07-04,3037,93947,312998,0,22997130,1578000,-1059103,-29002,0,3382311,1576345,1153050,342000,0,19614819,1655,405869.0,272150.0,461617.0,266373.0,0.0,0.0,7617674.0,19352407.0,2440601.0,2394601.0
2025-07-07,3037,63107,345566,0,7961680,861000,-152599,120443,0,-5483928,861000,215706,225123,0,13445608,0,223549.0,119551.0,611549.0,386816.0,0.0,0.0,-184326.0,13868479.0,3459813.0,3255601.0
2025-07-08,3037,178137,257000,0,6239200,45000,-25093,-82000,0,3018216,-127000,203230,339000,0,3220984,172000,159703.0,94458.0,270441.0,304816.0,0.0,0.0,5543781.0,16886695.0,2715813.0,3128601.0
2025-07-09,3037,1626106,597080,0,21483512,3150000,1439596,360080,0,7527432,3150000,186510,237000,0,13956080,0,1616437.0,1534054.0,637521.0,664896.0,0.0,0.0,13632365.0,24414127.0,5584813.0,6278601.0
