stock_id,stock_name,industry_category,type,date
0050,元大台灣50,ETF,twse,2025-09-24
0051,元大中型100,ETF,twse,2025-09-24
0052,富邦科技,ETF,twse,2025-09-24
0053,元大電子,ETF,twse,2025-09-24
0054,元大台商50,ETF,twse,2025-08-27
0055,元大MSCI金融,ETF,twse,2025-09-24
0056,元大高股息,ETF,twse,2025-09-24
0057,富邦摩台,ETF,twse,2025-09-24
0058,富邦發達,ETF,twse,2025-08-27
0059,富邦金融,ETF,twse,2025-08-27
0060,新台灣,ETF,twse,2024-12-04
0061,元大寶滬深,ETF,twse,2025-09-24
006201,元大富櫃50,上櫃ETF,tpex,2025-09-24
006203,元大MSCI台灣,ETF,twse,2025-09-24
006204,永豐臺灣加權,ETF,twse,2025-09-24
006205,富邦上証,ETF,twse,2025-09-24
006206,元大上證50,ETF,twse,2025-09-24
006207,復華滬深,ETF,twse,2025-09-24
006208,富邦台50,ETF,twse,2025-09-24
00625K,富邦上証+R,ETF,twse,2025-09-24
00631L,元大台灣50正2,ETF,twse,2025-09-24
00632R,元大台灣50反1,ETF,twse,2025-09-24
00633L,富邦上証正2,ETF,twse,2025-09-24
00634R,富邦上証反1,ETF,twse,2025-09-24
00635U,期元大S&P黃金,ETF,twse,2025-09-24
00636,國泰中國A50,ETF,twse,2025-09-24
00636K,國泰中國A50+U,ETF,twse,2025-09-24
00637L,元大滬深300正2,ETF,twse,2025-09-24
00638R,元大滬深300反1,ETF,twse,2025-09-24
00639,富邦深100,ETF,twse,2025-09-24
00640L,富邦日本正2,ETF,twse,2025-09-24
00641R,富邦日本反1,ETF,twse,2025-09-24
00642U,期元大S&P石油,ETF,twse,2025-09-24
00643,群益深証中小,ETF,twse,2025-09-24
00643K,群益深証中小+R,ETF,twse,2025-09-24
00645,富邦日本,ETF,twse,2025-09-24
00646,元大S&P500,ETF,twse,2025-09-24
00647L,元大S&P500正2,ETF,twse,2025-09-24
00648R,元大S&P500反1,ETF,twse,2025-09-24
00649,FH香港,ETF,twse,2025-08-27
00650L,復華香港正2,ETF,twse,2025-09-24
00651R,復華香港反1,ETF,twse,2025-09-24
00652,富邦印度,ETF,twse,2025-09-24
00653L,富邦印度正2,ETF,twse,2025-09-24
00654R,富邦印度反1,ETF,twse,2025-09-24
00655L,國泰中國A50正2,ETF,twse,2025-09-24
00656R,國泰中國A50反1,ETF,twse,2025-09-24
00657,國泰日經225,ETF,twse,2025-09-24
00657K,國泰日經225+U,ETF,twse,2025-09-24
00658L,國泰日本正2,ETF,twse,2025-08-27
00659R,國泰日本反1,ETF,twse,2025-08-27
00660,元大歐洲50,ETF,twse,2025-09-24
00661,元大日經225,ETF,twse,2025-09-24
00662,富邦NASDAQ,ETF,twse,2025-09-24
00663L,國泰臺灣加權正2,ETF,twse,2025-09-24
00664R,國泰臺灣加權反1,ETF,twse,2025-09-24
00665L,富邦恒生國企正2,ETF,twse,2025-09-24
00666R,富邦恒生國企反1,ETF,twse,2025-09-24
00667,元大韓國,ETF,twse,2025-08-27
00668,國泰美國道瓊,ETF,twse,2025-09-24
00668K,國泰美國道瓊+U,ETF,twse,2025-09-24
00669R,國泰美國道瓊反1,ETF,twse,2025-09-24
00670L,富邦NASDAQ正2,ETF,twse,2025-09-24
00671R,富邦NASDAQ反1,ETF,twse,2025-09-24
00672L,元大S&P原油正2,ETF,twse,2025-08-27
00673R,期元大S&P原油反1,ETF,twse,2025-09-24
00674R,期元大S&P黃金反1,ETF,twse,2025-09-24
00675L,富邦臺灣加權正2,ETF,twse,2025-09-24
00676R,富邦臺灣加權反1,ETF,twse,2025-09-24
00677U,期富邦VIX,ETF,twse,2025-08-27
00678,群益那斯達克生技,ETF,twse,2025-09-24
00679B,元大美債20年,上櫃ETF,tpex,2025-09-24
00680L,元大美債20正2,ETF,twse,2025-09-24
00681R,元大美債20反1,ETF,twse,2025-09-24
00682U,期元大美元指數,ETF,twse,2025-09-24
00683L,期元大美元指正2,ETF,twse,2025-09-24
00684R,期元大美元指反1,ETF,twse,2025-09-24
00685L,群益臺灣加權正2,ETF,twse,2025-09-24
00686R,群益臺灣加權反1,ETF,twse,2025-09-24
00687B,國泰20年美債,上櫃ETF,tpex,2025-09-24
00687C,國泰20年美債+櫃U,上櫃ETF,tpex,2025-09-24
00688L,國泰20年美債正2,ETF,twse,2025-09-24
00689R,國泰20年美債反1,ETF,twse,2025-09-24
00690,兆豐藍籌30,ETF,twse,2025-09-24
00691R,兆豐藍籌30反1,ETF,twse,2025-08-27
00692,富邦公司治理,ETF,twse,2025-09-24
00693U,期街口S&P黃豆,ETF,twse,2025-09-24
00694B,富邦美債1-3,上櫃ETF,tpex,2025-09-24
00695B,富邦美債7-10,上櫃ETF,tpex,2025-09-24
00696B,富邦美債20年,上櫃ETF,tpex,2025-09-24
00697B,元大美債7-10,上櫃ETF,tpex,2025-09-24
00698L,元大美債7-10正2,ETF,twse,2025-08-27
00699R,元大美債7-10反1,ETF,twse,2025-08-27
00700,富邦恒生國企,ETF,twse,2025-09-24
00701,國泰股利精選30,ETF,twse,2025-09-24
00702,國泰標普低波高息,ETF,twse,2025-09-24
00703,台新MSCI中國,ETF,twse,2025-09-24
00704L,台新MSCI台灣正2,ETF,twse,2025-08-27
00705R,台新MSCI台灣反1,ETF,twse,2025-08-27
00706L,期元大S&P日圓正2,ETF,twse,2025-09-24
00707R,期元大S&P日圓反1,ETF,twse,2025-09-24
00708L,期元大S&P黃金正2,ETF,twse,2025-09-24
00709,富邦歐洲,ETF,twse,2025-09-24
00710B,復華彭博非投等債,ETF,twse,2025-09-24
00711B,復華彭博新興債,ETF,twse,2025-09-24
00712,復華富時不動產,ETF,twse,2025-09-24
00713,元大台灣高息低波,ETF,twse,2025-09-24
00714,群益道瓊美國地產,ETF,twse,2025-09-24
00715L,期街口布蘭特正2,ETF,twse,2025-09-24
00716R,華頓S&P布蘭特反1,ETF,twse,2025-08-27
00717,富邦美國特別股,ETF,twse,2025-09-24
00718B,富邦中國政策債,上櫃ETF,tpex,2025-06-20
00719B,元大美債1-3,上櫃ETF,tpex,2025-09-24
00720B,元大投資級公司債,上櫃ETF,tpex,2025-09-24
00721B,元大中國債3-5,上櫃指數股票型基金(ETF),tpex,2024-10-16
00722B,群益投資級電信債,上櫃ETF,tpex,2025-09-24
00723B,群益投資級科技債,上櫃ETF,tpex,2025-09-24
00724B,群益投資級金融債,上櫃ETF,tpex,2025-09-24
00725B,國泰投資級公司債,上櫃ETF,tpex,2025-09-24
00726B,國泰新興投等債,上櫃ETF,tpex,2025-09-24
00727B,國泰優選非投等債,上櫃ETF,tpex,2025-09-24
00728,第一金工業30,ETF,twse,2025-09-24
00729R,第一金工業30反1,ETF,twse,2024-12-04
00730,富邦臺灣優質高息,ETF,twse,2025-09-24
00731,復華富時高息低波,ETF,twse,2025-09-24
00732,國泰RMB短期報酬,ETF,twse,2024-12-04
00733,富邦臺灣中小,ETF,twse,2025-09-24
00734B,台新JPM新興債,上櫃ETF,tpex,2025-09-24
00735,國泰臺韓科技,ETF,twse,2025-09-24
00736,國泰新興市場,ETF,twse,2025-09-24
00737,國泰AI機器人,ETF,twse,2025-09-24
00738U,期元大道瓊白銀,ETF,twse,2025-09-24
00739,元大MSCI A股,ETF,twse,2025-09-24
00740B,富邦全球投等債,上櫃ETF,tpex,2025-09-24
00741B,富邦全球非投等債,上櫃ETF,tpex,2025-09-24
00742,新光內需收益,ETF,twse,2024-12-04
00743,國泰中國A150,ETF,twse,2024-12-04
00744B,國泰中國政金債5+,上櫃指數股票型基金(ETF),tpex,2023-11-22
00746B,富邦A級公司債,上櫃ETF,tpex,2025-09-24
00749B,凱基新興債10+,上櫃ETF,tpex,2025-09-24
00750B,凱基科技債10+,上櫃ETF,tpex,2025-09-24
00751B,元大AAA至A公司債,上櫃ETF,tpex,2025-09-24
00752,中信中國50,ETF,twse,2025-09-24
00753L,中信中國50正2,ETF,twse,2025-09-24
00754B,群益AAA-AA公司債,上櫃ETF,tpex,2025-09-24
00755B,群益投資級公用債,上櫃ETF,tpex,2025-09-24
00756B,群益投等新興公債,上櫃ETF,tpex,2025-09-24
00757,統一FANG+,ETF,twse,2025-09-24
00758B,復華能源債,上櫃ETF,tpex,2025-09-24
00759B,復華製藥債,上櫃ETF,tpex,2025-09-24
00760B,復華新興企業債,上櫃ETF,tpex,2025-09-24
00761B,國泰A級公司債,上櫃ETF,tpex,2025-09-24
00762,元大全球AI,ETF,twse,2025-09-24
00763U,期街口道瓊銅,ETF,twse,2025-09-24
00764B,群益25年美債,上櫃ETF,tpex,2025-09-24
00766L,台新MSCI中國正2,ETF,twse,2024-12-04
00767,FH美國金融股,ETF,twse,2024-12-04
00768B,復華20年美債,上櫃ETF,tpex,2025-09-24
00770,國泰北美科技,ETF,twse,2025-09-24
00771,元大US高息特別股,ETF,twse,2025-09-24
00772B,中信高評級公司債,上櫃ETF,tpex,2025-09-24
00773B,中信優先金融債,上櫃ETF,tpex,2025-09-24
00774B,新光中國政金綠債,ETF,twse,2024-12-04
00774C,新光中政金綠債+R,ETF,twse,2024-12-04
00775B,新光投等債15+,ETF,twse,2025-09-24
00776,新光ICE美國權值,ETF,twse,2024-12-04
00777B,凱基AAA至A公司債,上櫃ETF,tpex,2025-09-24
00778B,凱基金融債20+,上櫃ETF,tpex,2025-09-24
00779B,凱基美債25+,上櫃ETF,tpex,2025-09-24
00780B,國泰A級金融債,上櫃ETF,tpex,2025-09-24
00781B,國泰A級科技債,上櫃ETF,tpex,2025-09-24
00782B,國泰A級公用債,上櫃ETF,tpex,2025-09-24
00783,富邦中証500,ETF,twse,2025-09-24
00784B,富邦中國投等債,上櫃ETF,tpex,2025-04-25
00785B,富邦金融投等債,上櫃ETF,tpex,2025-09-24
00786B,元大10年IG銀行債,上櫃ETF,tpex,2025-09-24
00787B,元大10年IG醫療債,上櫃ETF,tpex,2025-09-24
00788B,元大10年IG電能債,上櫃ETF,tpex,2025-09-24
00789B,復華公司債A3,上櫃ETF,tpex,2025-09-24
00790B,復華次順位金融債,上櫃ETF,tpex,2025-04-18
00791B,復華信用債1-5,上櫃ETF,tpex,2025-09-24
00792B,群益A級公司債,上櫃ETF,tpex,2025-09-24
00793B,群益AAA-A醫療債,上櫃ETF,tpex,2025-09-24
00794B,群益7+中國政金債,上櫃ETF,tpex,2025-08-24
00795B,中信美國公債20年,上櫃ETF,tpex,2025-09-24
00799B,國泰A級醫療債,上櫃ETF,tpex,2025-09-24
0080,恒中國,ETF,twse,2024-12-04
0081,恒香港,ETF,twse,2024-12-04
008201,BP上證50,ETF,twse,2025-08-27
00830,國泰費城半導體,ETF,twse,2025-09-24
00831B,新光美債1-3,上櫃指數股票型基金(ETF),tpex,2024-07-20
00834B,第一金金融債10+,上櫃ETF,tpex,2025-09-24
00836B,永豐10年A公司債,上櫃ETF,tpex,2025-09-24
00840B,凱基IG精選15+,上櫃ETF,tpex,2025-09-24
00841B,凱基AAA-AA公司債,上櫃ETF,tpex,2025-09-24
00842B,台新美元銀行債,上櫃ETF,tpex,2025-09-24
00844B,新光15年IG金融債,上櫃ETF,tpex,2025-09-24
00845B,富邦新興投等債,上櫃ETF,tpex,2025-09-24
00846B,富邦歐洲銀行債,上櫃ETF,tpex,2025-09-24
00847B,中信美國市政債,上櫃ETF,tpex,2025-09-24
00848B,中信新興亞洲債,上櫃ETF,tpex,2025-09-24
00849B,中信EM主權債0-5,上櫃ETF,tpex,2025-09-24
00850,元大臺灣ESG永續,ETF,twse,2025-09-24
00851,台新全球AI,ETF,twse,2025-09-24
00852L,國泰美國道瓊正2,ETF,twse,2025-09-24
00853B,統一美債10年Aa-A,上櫃ETF,tpex,2025-09-24
00856B,永豐1-3年美公債,上櫃ETF,tpex,2025-09-24
00857B,永豐20年美公債,上櫃ETF,tpex,2025-09-24
00858,永豐美國500大,上櫃ETF,tpex,2025-09-24
00859B,群益0-1年美債,上櫃ETF,tpex,2025-09-24
00860B,群益1-5Y投資級債,上櫃ETF,tpex,2025-09-24
00861,元大全球未來通訊,ETF,twse,2025-09-24
00862B,中信投資級公司債,上櫃ETF,tpex,2025-09-24
00863B,中信全球電信債,上櫃ETF,tpex,2025-09-24
00864B,中信美國公債0-1,上櫃ETF,tpex,2025-09-24
00865B,國泰US短期公債,ETF,twse,2025-09-24
00866,新光Shiller CAPE,ETF,twse,2024-12-04
00867B,新光A-BBB電信債,上櫃ETF,tpex,2025-09-24
00870B,元大15年EM主權債,上櫃ETF,tpex,2025-09-24
00875,國泰網路資安,ETF,twse,2025-09-24
00876,元大全球5G,ETF,twse,2025-09-24
00877,復華中國5G,上櫃ETF,tpex,2025-09-24
00878,國泰永續高股息,ETF,twse,2025-09-24
00881,國泰台灣科技龍頭,ETF,twse,2025-09-24
00882,中信中國高股息,ETF,twse,2025-09-24
00883B,中信ESG投資級債,上櫃ETF,tpex,2025-09-24
00884B,中信低碳新興債,上櫃ETF,tpex,2025-09-24
00885,富邦越南,ETF,twse,2025-09-24
00886,永豐美國科技,上櫃ETF,tpex,2025-09-24
00887,永豐中國科技50大,上櫃ETF,tpex,2025-09-24
00888,永豐台灣ESG,上櫃ETF,tpex,2025-09-24
00890B,凱基ESG BBB債15+,上櫃ETF,tpex,2025-09-24
00891,中信關鍵半導體,ETF,twse,2025-09-24
00892,富邦台灣半導體,ETF,twse,2025-09-24
00893,國泰智能電動車,ETF,twse,2025-09-24
00894,中信小資高價30,ETF,twse,2025-09-24
00895,富邦未來車,ETF,twse,2025-09-24
00896,中信綠能及電動車,ETF,twse,2025-09-24
00897,富邦基因免疫生技,ETF,twse,2025-09-24
00898,國泰基因免疫革命,ETF,twse,2025-09-24
00899,FT潔淨能源,ETF,twse,2025-09-24
00900,富邦特選高股息30,ETF,twse,2025-09-24
00901,永豐智能車供應鏈,ETF,twse,2025-09-24
00902,中信電池及儲能,ETF,twse,2025-09-24
00903,富邦元宇宙,ETF,twse,2025-09-24
00904,新光臺灣半導體30,ETF,twse,2025-09-24
00905,FT臺灣Smart,ETF,twse,2025-09-24
00906,大華元宇宙科技50,ETF,twse,2024-12-04
00907,永豐優息存股,ETF,twse,2025-09-24
00908,富邦入息REITs+,ETF,twse,2025-09-24
00909,國泰數位支付服務,ETF,twse,2025-09-24
00910,第一金太空衛星,ETF,twse,2025-09-24
00911,兆豐洲際半導體,ETF,twse,2025-09-24
00912,中信臺灣智慧50,ETF,twse,2025-09-24
00913,兆豐台灣晶圓製造,ETF,twse,2025-09-24
00915,凱基優選高股息30,ETF,twse,2025-09-24
00916,國泰全球品牌50,ETF,twse,2025-09-24
00917,中信特選金融,ETF,twse,2025-09-24
00918,大華優利高填息30,ETF,twse,2025-09-24
00919,群益台灣精選高息,ETF,twse,2025-09-24
00920,富邦ESG綠色電力,ETF,twse,2025-09-24
00921,兆豐龍頭等權重,ETF,twse,2025-09-24
00922,國泰台灣領袖50,ETF,twse,2025-09-24
00923,群益台ESG低碳50,ETF,twse,2025-09-24
00924,復華S&P500成長,ETF,twse,2025-09-24
00925,新光標普電動車,ETF,twse,2025-06-05
00926,凱基全球菁英55,ETF,twse,2025-09-24
00927,群益半導體收益,ETF,twse,2025-09-24
00928,中信上櫃ESG 30,上櫃ETF,tpex,2025-09-24
00929,復華台灣科技優息,ETF,twse,2025-09-24
00930,永豐ESG低碳高息,ETF,twse,2025-09-24
00931B,統一美債20年,上櫃ETF,tpex,2025-09-24
00932,兆豐永續高息等權,ETF,twse,2025-09-24
00933B,國泰10Y+金融債,上櫃ETF,tpex,2025-09-24
00934,中信成長高股息,ETF,twse,2025-09-24
00935,野村臺灣新科技50,ETF,twse,2025-09-24
00936,台新永續高息中小,ETF,twse,2025-09-24
00937B,群益ESG投等債20+,上櫃ETF,tpex,2025-09-24
00938,凱基優選30,ETF,twse,2025-09-24
00939,統一台灣高息動能,ETF,twse,2025-09-24
00940,元大台灣價值高息,ETF,twse,2025-09-24
00941,中信上游半導體,ETF,twse,2025-09-24
00942B,台新美A公司債20+,上櫃ETF,tpex,2025-09-24
00943,兆豐電子高息等權,ETF,twse,2025-09-24
00944,野村趨勢動能高息,ETF,twse,2025-09-24
00945B,凱基美國非投等債,ETF,twse,2025-09-24
00946,群益科技高息成長,ETF,twse,2025-09-24
00947,台新臺灣IC設計,ETF,twse,2025-09-24
00948B,中信優息投資級債,上櫃ETF,tpex,2025-09-24
00949,復華日本龍頭,ETF,twse,2025-09-24
00950B,凱基A級公司債,上櫃ETF,tpex,2025-09-24
00951,台新日本半導體,ETF,twse,2025-09-24
00952,凱基台灣AI50,ETF,twse,2025-09-24
00953B,群益優選非投等債,ETF,twse,2025-09-24
00954,中信日本半導體,ETF,twse,2025-09-24
00955,中信日本商社,上櫃ETF,tpex,2025-09-24
00956,中信日經高股息,ETF,twse,2025-09-24
00957B,兆豐US優選投等債,上櫃ETF,tpex,2025-09-24
00958B,永豐ESG銀行債15+,上櫃ETF,tpex,2025-09-24
00959B,大華投等美債15Y+,上櫃ETF,tpex,2025-09-24
00960,野村全球航運龍頭,ETF,twse,2025-09-24
00961,FT臺灣永續高息,ETF,twse,2025-09-24
00962,台新AI優息動能,ETF,twse,2025-09-24
00963,中信全球高股息,ETF,twse,2025-09-24
00964,中信亞太高股息,ETF,twse,2025-09-24
00965,元大航太防衛科技,ETF,twse,2025-09-24
00966B,統一ESG投等債15+,上櫃ETF,tpex,2025-09-24
00967B,元大優息美債,上櫃ETF,tpex,2025-09-24
00968B,元大優息投等債,上櫃ETF,tpex,2025-09-24
00969B,元大零息超長美債,上櫃ETF,tpex,2025-09-24
00970B,新光BBB投等債20+,上櫃ETF,tpex,2025-09-24
00971,野村美國研發龍頭,ETF,twse,2025-09-24
00972,野村日本動能高息,ETF,twse,2025-09-24
009800,中信NASDAQ,ETF,twse,2025-09-24
009801,中信美國創新科技,ETF,twse,2025-09-24
009802,富邦旗艦50,ETF,twse,2025-09-24
009803,保德信市值動能50,ETF,twse,2025-09-24
009804,聯邦台精彩50,ETF,twse,2025-09-24
009805,新光美國電力基建,ETF,twse,2025-09-24
009806,台新標普500,上櫃ETF,tpex,2025-09-24
009807,台新標普科技精選,上櫃ETF,tpex,2025-09-24
009808,華南永昌優選50,ETF,twse,2025-09-24
00980A,主動野村臺灣優選,ETF,twse,2025-09-24
00980B,台新特選IG債10+,上櫃ETF,tpex,2025-09-24
00980D,主動聯博投等入息,上櫃ETF,tpex,2025-09-24
00980T,平衡凱基美國TOP,上櫃ETF,tpex,2025-09-24
009810,保德信全球藍籌,ETF,twse,2025-09-24
009811,統一美國50,ETF,twse,2025-09-24
009812,野村日本東證,ETF,twse,2025-09-24
00981A,主動統一台股增長,ETF,twse,2025-09-24
00981B,第一金優選非投債,上櫃ETF,tpex,2025-09-24
00981D,主動中信非投等債,上櫃ETF,tpex,2025-09-24
00981T,平衡凱基雙核收息,ETF,twse,2025-09-24
00982A,主動群益台灣強棒,ETF,twse,2025-09-24
00982B,FT投資級債20+,上櫃ETF,tpex,2025-09-24
00983A,主動中信ARK創新,ETF,twse,2025-09-24
00983B,大華優利美公債20,上櫃ETF,tpex,2025-09-24
00984A,主動安聯台灣高息,ETF,twse,2025-09-24
00984B,大華優利美A債15,上櫃ETF,tpex,2025-09-24
00985A,主動野村台灣50,ETF,twse,2025-09-24
00985B,群益ESG投等債0-5,ETF,twse,2025-09-24
00986A,主動台新龍頭成長,ETF,twse,2025-09-24
020000,富邦特選蘋果N,ETN,twse,2025-09-24
020001,富邦存股雙十N,指數投資證券(ETN),tpex,2025-09-24
020002,元富新中國N,ETN,twse,2024-12-04
020004,兆豐電菁英30N,ETN,twse,2024-12-04
020005,永豐外資50N,ETN,twse,2024-12-04
020006,永昌中小300N,ETN,twse,2024-12-04
020007,凱基臺灣500N,ETN,twse,2024-12-04
020008,元大特股高息N,ETN,twse,2024-12-04
020011,統一微波高息20N,ETN,twse,2025-09-24
020012,富邦行動通訊N,ETN,twse,2025-09-24
020015,統一MSCI美低波N,ETN,twse,2025-03-25
020016,統一MSCI美科技N,ETN,twse,2025-03-25
020018,統一價值成長30N,ETN,twse,2025-07-28
020019,統一特選台灣5GN,ETN,twse,2025-07-28
02001B,統一美國政府債N,指數投資證券(ETN),tpex,2025-09-24
02001L,富邦蘋果正二N,ETN,twse,2025-09-24
02001R,富邦蘋果反一N,ETN,twse,2025-09-24
02001S,策元大加權策略N,ETN,twse,2025-09-24
020020,元大台股領航N,ETN,twse,2025-09-24
020022,元大電動車N,ETN,twse,2024-12-04
020023,元大櫃買半導體N,指數投資證券(ETN),tpex,2025-09-24
020024,兆豐富櫃200N,指數投資證券(ETN),tpex,2023-12-16
020025,統一亞洲半導體N,指數投資證券(ETN),tpex,2025-09-24
020026,兆豐上櫃ESG電菁N,指數投資證券(ETN),tpex,2024-06-22
020027,元大上櫃ESG成長N,指數投資證券(ETN),tpex,2025-09-24
020028,元大特選電動車N,ETN,twse,2025-09-24
020029,元大ESG高股息N,ETN,twse,2025-09-24
02002L,兆豐富櫃200正二N,指數投資證券(ETN),tpex,2023-12-16
020030,統一智慧電動車N,ETN,twse,2025-09-24
020031,統一IC設計臺灣N,ETN,twse,2025-09-24
020032,元大綠能N,ETN,twse,2025-09-24
020033,統一恒生科期N,指數投資證券(ETN),tpex,2025-09-24
020034,元大IC設計N,ETN,twse,2025-09-24
020035,元大上櫃ESG高息N,指數投資證券(ETN),tpex,2025-09-24
020036,元大金融配息N,ETN,twse,2025-09-24
020037,元大金融高股息N,ETN,twse,2025-09-24
020038,元大ESG配息N,ETN,twse,2025-09-24
020039,元大加權N,ETN,twse,2025-09-24
020040,元大上櫃ESG龍頭N,指數投資證券(ETN),tpex,2025-09-24
020041,兆豐半導體氣候N,指數投資證券(ETN),tpex,2025-09-24
1101,台泥,水泥工業,twse,2025-09-24
1101B,台泥乙特,水泥工業,twse,2025-09-24
1102,亞泥,水泥工業,twse,2025-09-24
1103,嘉泥,水泥工業,twse,2025-09-24
1104,環泥,水泥工業,twse,2025-09-24
1107,建台,其他,twse,2024-12-04
1108,幸福,水泥工業,twse,2025-09-24
1109,信大,水泥工業,twse,2025-09-24
1110,東泥,水泥工業,twse,2025-09-24
1201,味全,食品工業,twse,2025-09-24
1203,味王,食品工業,twse,2025-09-24
1210,大成,食品工業,twse,2025-09-24
1213,大飲,食品工業,twse,2025-09-24
1215,卜蜂,食品工業,twse,2025-09-24
1216,統一,食品工業,twse,2025-09-24
1217,愛之味,食品工業,twse,2025-09-24
1218,泰山,食品工業,twse,2025-09-24
1219,福壽,食品工業,twse,2025-09-24
1220,台榮,食品工業,twse,2025-09-24
1225,福懋油,食品工業,twse,2025-09-24
1227,佳格,食品工業,twse,2025-09-24
1229,聯華,食品工業,twse,2025-09-24
1230,聯成食,電器電纜,twse,2024-12-03
1231,聯華食,食品工業,twse,2025-09-24
1232,大統益,食品工業,twse,2025-09-24
1233,天仁,食品工業,twse,2025-09-24
1234,黑松,食品工業,twse,2025-09-24
1235,興泰,食品工業,twse,2025-09-24
1236,宏亞,食品工業,twse,2025-09-24
1240,茂生農經,農業科技業,tpex,2025-09-24
1256,鮮活果汁-KY,食品工業,twse,2025-09-24
1259,安心,觀光餐旅,tpex,2025-09-24
1260,富味鄉,食品工業,emerging,2025-09-24
1262,綠悅-KY,其他,twse,2025-09-24
1264,德麥,食品工業,tpex,2025-09-24
1268,漢來美食,觀光餐旅,tpex,2025-09-24
1269,乾杯,觀光餐旅,emerging,2025-09-24
1271,晨暉生技,生技醫療業,emerging,2025-09-24
1293,利統,食品工業,emerging,2025-09-24
1294,漢田生技,食品工業,tpex,2025-09-24
1295,生合,食品工業,tpex,2025-09-24
1301,台塑,塑膠工業,twse,2025-09-24
1303,南亞,塑膠工業,twse,2025-09-24
1304,台聚,塑膠工業,twse,2025-09-24
1305,華夏,塑膠工業,twse,2025-09-24
1307,三芳,塑膠工業,twse,2025-09-24
1308,亞聚,塑膠工業,twse,2025-09-24
1309,台達化,塑膠工業,twse,2025-09-24
1310,台苯,塑膠工業,twse,2025-09-24
1311,福聚,塑膠工業,twse,2024-12-03
1312,國喬,塑膠工業,twse,2025-09-24
1312A,國喬特,塑膠工業,twse,2025-09-24
1313,聯成,塑膠工業,twse,2025-09-24
1314,中石化,塑膠工業,twse,2025-09-24
1315,達新,塑膠工業,twse,2025-09-24
1316,上曜,建材營造,twse,2025-09-24
1319,東陽,汽車工業,twse,2025-09-24
1321,大洋,塑膠工業,twse,2025-09-24
1323,永裕,塑膠工業,twse,2025-09-24
1324,地球,塑膠工業,twse,2025-09-24
1325,恆大,塑膠工業,twse,2025-09-24
1326,台化,塑膠工業,twse,2025-09-24
1336,台翰,電子零組件業,tpex,2025-09-24
1337,再生-KY,塑膠工業,twse,2025-09-24
1338,廣華-KY,汽車工業,twse,2025-09-24
1339,昭輝,汽車工業,twse,2025-09-24
1340,勝悅-KY,塑膠工業,twse,2025-09-24
1341,富林-KY,塑膠工業,twse,2025-09-24
1342,八貫,其他,twse,2025-09-24
1343,旭東環保,綠能環保,emerging,2025-09-24
1402,遠東新,紡織纖維,twse,2025-09-24
1409,新纖,紡織纖維,twse,2025-09-24
1410,南染,紡織纖維,twse,2025-09-24
1413,宏洲,紡織纖維,twse,2025-09-24
1414,東和,紡織纖維,twse,2025-09-24
1416,廣豐,其他,twse,2025-09-24
1417,嘉裕,紡織纖維,twse,2025-09-24
1418,東華,紡織纖維,twse,2025-09-24
1419,新紡,紡織纖維,twse,2025-09-24
1423,利華,紡織纖維,twse,2025-09-24
1432,大魯閣,運動休閒,twse,2025-09-24
1434,福懋,紡織纖維,twse,2025-09-24
1435,中福,其他,twse,2025-09-24
1436,華友聯,建材營造,twse,2025-09-24
1437,勤益控,其他,twse,2025-09-24
1438,三地開發,建材營造,twse,2025-09-24
1439,雋揚,建材營造,twse,2025-09-24
1440,南紡,紡織纖維,twse,2025-09-24
1441,大東,紡織纖維,twse,2025-09-24
1442,名軒,建材營造,twse,2025-09-24
1443,立益物流,其他,twse,2025-09-24
1444,力麗,紡織纖維,twse,2025-09-24
1445,大宇,紡織纖維,twse,2025-09-24
1446,宏和,紡織纖維,twse,2025-09-24
1447,力鵬,紡織纖維,twse,2025-09-24
1449,佳和,紡織纖維,twse,2025-09-24
1451,年興,紡織纖維,twse,2025-09-24
1452,宏益,紡織纖維,twse,2025-09-24
1453,大將,建材營造,twse,2025-09-24
1454,台富,紡織纖維,twse,2025-09-24
1455,集盛,紡織纖維,twse,2025-09-24
1456,怡華,建材營造,twse,2025-09-24
1457,宜進,紡織纖維,twse,2025-09-24
1459,聯發,紡織纖維,twse,2025-09-24
1460,宏遠,紡織纖維,twse,2025-09-24
1463,強盛新,紡織纖維,twse,2025-09-24
1464,得力,紡織纖維,twse,2025-09-24
1465,偉全,紡織纖維,twse,2025-09-24
1466,聚隆,紡織纖維,twse,2025-09-24
1467,南緯,紡織纖維,twse,2025-09-24
1468,昶和,紡織纖維,twse,2025-09-24
1469,理隆,紡織纖維,twse,2025-09-20
1470,大統新創,紡織纖維,twse,2025-09-24
1471,首利,電子工業,twse,2025-09-24
1472,三洋實業,建材營造,twse,2025-09-24
1473,台南,紡織纖維,twse,2025-09-24
1474,弘裕,紡織纖維,twse,2025-09-24
1475,業旺,紡織纖維,twse,2025-09-24
1476,儒鴻,紡織纖維,twse,2025-09-24
1477,聚陽,紡織纖維,twse,2025-09-24
1480,東盟開發,鋼鐵工業,emerging,2025-09-24
1503,士電,電機機械,twse,2025-09-24
1504,東元,電機機械,twse,2025-09-24
1506,正道,電機機械,twse,2025-09-24
1507,永大,電機機械,twse,2025-04-28
1512,瑞利,汽車工業,twse,2025-09-24
1513,中興電,電機機械,twse,2025-09-24
1514,亞力,電機機械,twse,2025-09-24
1515,力山,電機機械,twse,2025-09-24
