date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,ret_1d,ret_5d,ret_20d,sma20,sma20_gap_pct,sma60,sma60_gap_pct,sma120,sma120_gap_pct,rsi14,rolling_vol_20d,vol_mult_20d,taiex_ret_20d,excess_ret_20d,net_Dealer_Hedging_5d,net_Dealer_self_5d,net_Foreign_Dealer_Self_5d,net_Foreign_Investor_5d,net_Investment_Trust_5d,net_Dealer_Hedging_20d,net_Dealer_self_20d,net_Foreign_Dealer_Self_20d,net_Foreign_Investor_20d,net_Investment_Trust_20d,chip_net5_sum,chip_net20_sum,foreign_ratio,foreign_ratio_5d_chg,foreign_ratio_20d_chg,margin_delta_row_sum,margin_delta_5d_sum,margin_delta_20d_sum,revenue_yoy,revenue_mom,pe,pb,dividend_yield,stock_name,industry_category
2024-10-11,2308,5922762,2263075134,381.0,386.5,378.5,380.0,-1.5,6434,-0.0039318479685451,-0.011703511053316,,385.7083333333333,-1.4799611105109634,385.7083333333333,-1.4799611105109634,385.7083333333333,-1.4799611105109634,,0.02478509186583224,0.6294262707874837,0.0850272918016368,,-28115.0,-654207.0,0.0,-4038430.0,-3514135.0,235942.0,481388.0,0.0,-5839008.0,-4092311.0,-8234887.0,-9213989.0,35.1,0.14999999999999858,,10,205.0,548.0,,,52.79,10.87,0.79,台達電,電子零組件業
2024-10-14,2308,6674065,2570270159,376.5,389.0,376.5,387.5,7.5,6964,0.019736842105263,0.0587431693989071,,385.84615384615387,0.4286283891546949,385.84615384615387,0.4286283891546949,385.84615384615387,0.4286283891546949,,0.024464682303561233,0.7254939487251304,0.0926688390253742,,77942.0,-96208.0,0.0,5084359.0,-3195525.0,319617.0,483188.0,0.0,-4392005.0,-4036145.0,1870568.0,-7625345.0,35.07,-0.17999999999999972,,29,-190.0,577.0,,,52.79,10.87,0.79,台達電,電子零組件業
2024-10-15,2308,12290154,4870930660,388.0,400.5,387.5,398.5,11.0,13202,0.0283870967741934,0.0697986577181208,,386.75,3.0381383322559685,386.75,3.0381383322559685,386.75,3.0381383322559685,,0.024743179856900718,1.3046717788039595,0.109475309548195,,143370.0,-55197.0,0.0,9341948.0,-574903.0,530126.0,757238.0,0.0,-1063262.0,-3972023.0,8855218.0,-3747921.0,34.93,-0.35999999999999943,,360,81.0,937.0,,,52.79,10.87,0.79,台達電,電子零組件業
2024-10-16,2308,9668211,3772628219,393.0,396.0,387.0,389.0,-9.5,11932,-0.0238393977415307,0.0183246073298428,,386.9,0.5427759110881336,386.9,0.5427759110881336,386.9,0.5427759110881336,49.26108374384236,0.02474399359870194,1.0245382868002562,0.0628594779930489,,-179797.0,164722.0,0.0,5786661.0,-993513.0,236326.0,851207.0,0.0,-2065840.0,-4561156.0,4778073.0,-5539463.0,34.98,-0.22000000000000597,,-591,-179.0,346.0,,,52.79,10.87,0.79,台達電,電子零組件業
2024-10-17,2308,7042283,2745195850,394.5,394.5,385.5,392.0,3.0,5626,0.0077120822622107,0.0275229357798165,,387.21875,1.2347671697199525,387.21875,1.2347671697199525,387.21875,1.2347671697199525,47.44897959183674,0.023926612185085832,0.7582944119510451,0.0596224976485526,,104078.0,479898.0,0.0,6529840.0,-1396824.0,324445.0,968283.0,0.0,572165.0,-5152156.0,5716992.0,-3287263.0,34.88,-0.25,,-91,-283.0,255.0,,,52.79,10.87,0.79,台達電,電子零組件業
2024-10-18,2308,13313219,5337898325,397.0,405.0,395.0,402.0,10.0,13790,0.0255102040816326,0.0578947368421052,,388.0882352941176,3.58469117089808,388.0882352941176,3.58469117089808,388.0882352941176,3.58469117089808,51.86915887850467,0.02394424519561355,1.3978835390406483,0.0750808422321853,,153310.0,672486.0,0.0,11773542.0,-866223.0,389252.0,1153874.0,0.0,5934534.0,-4958534.0,11733115.0,2519126.0,34.65,-0.45000000000000284,,-139,-432.0,116.0,,,52.79,10.87,0.79,台達電,電子零組件業
2024-10-21,2308,5461118,2187650911,403.0,404.0,397.5,400.0,-2.0,6040,-0.0049751243781094,0.032258064516129,,388.75,2.893890675241151,388.75,2.893890675241151,388.75,2.893890675241151,51.86915887850467,0.02324712875654108,0.587334891288452,0.0861221608492441,,65782.0,668686.0,0.0,10078023.0,-870078.0,385399.0,1151874.0,0.0,5686018.0,-4906223.0,9942413.0,2317068.0,34.68,-0.39000000000000057,,145,-316.0,261.0,,,52.79,10.87,0.79,台達電,電子零組件業
2024-10-22,2308,6391484,2564878639,400.0,404.5,396.0,404.5,4.5,5897,0.0112499999999999,0.0150564617314929,,389.57894736842104,3.8300459335314896,389.57894736842104,3.8300459335314896,389.57894736842104,3.8300459335314896,52.093023255813954,0.02266571168986078,0.6988931724995724,0.0678640342047036,,-113823.0,362536.0,0.0,8543044.0,-832889.0,416303.0,1119774.0,0.0,7479782.0,-4804912.0,7958868.0,4210947.0,34.59,-0.3399999999999963,,6,-670.0,267.0,,,52.79,10.87,0.79,台達電,電子零組件業
2024-10-23,2308,3546282,1415767296,400.0,401.5,397.0,398.5,-6.0,4321,-0.0148331273176761,0.0244215938303342,,390.025,2.172937632203076,390.025,2.172937632203076,390.025,2.172937632203076,59.57446808510638,0.022371247485100384,0.40002242022948115,0.053184092455865,,139910.0,152267.0,0.0,9090663.0,-173200.0,376236.0,1003474.0,0.0,7024823.0,-4734356.0,9209640.0,3670177.0,34.59,-0.38999999999999346,,74,-5.0,341.0,,,52.79,10.87,0.79,台達電,電子零組件業
2024-10-24,2308,5462187,2160291526,395.0,398.5,393.5,393.5,-5.0,5199,-0.0125470514429109,0.0038265306122449,0.0076824583866836,390.175,0.8521817133337661,390.1904761904762,0.8481815962899653,390.1904761904762,0.8481815962899653,54.73684210526316,0.021993878021019757,0.6148900167490441,0.0408409427267542,-0.0331584843400706,931.0,-220209.0,0.0,6050810.0,504844.0,292567.0,653974.0,0.0,5530492.0,-4550312.0,6336376.0,1926721.0,34.61,-0.2700000000000031,-0.25,-8,78.0,299.0,,,52.79,10.87,0.79,台達電,電子零組件業
2024-10-25,2308,6743665,2689454608,393.0,402.0,393.0,402.0,8.5,6624,0.0216010165184243,0.0,0.0125944584382871,390.425,2.9647179355830167,390.72727272727275,2.8850628199162287,390.72727272727275,2.8850628199162287,71.17647058823529,0.022210820555590156,0.7473277908718706,0.0409902849997454,-0.0283958265614583,-32966.0,-417800.0,0.0,4253744.0,310266.0,272018.0,583899.0,0.0,8377521.0,-4327824.0,4113244.0,4905614.0,34.47,-0.17999999999999972,-0.35999999999999943,-41,176.0,315.0,,,52.79,10.87,0.79,台達電,電子零組件業
2024-10-28,2308,8839968,3588029105,404.0,413.0,401.5,405.0,3.0,9567,0.007462686567164,0.0124999999999999,0.0175879396984923,390.775,3.6402021623696657,391.3478260869565,3.488501277635825,391.3478260869565,3.488501277635825,69.93865030674846,0.02225767584879528,0.9790947885918476,0.0192805476307211,-0.0016926079322287998,-36396.0,-200119.0,0.0,7082036.0,290756.0,145107.0,458480.0,0.0,12983123.0,-4269608.0,7136277.0,9317102.0,34.37,-0.3100000000000023,-0.5200000000000031,-9,22.0,313.0,,,52.79,10.87,0.79,台達電,電子零組件業
2024-10-29,2308,8861027,3555610604,401.5,406.0,396.5,406.0,1.0,6962,0.0024691358024691,0.0037082818294189,0.0252525252525253,391.275,3.7633378058909983,391.9583333333333,3.582438609546079,391.9583333333333,3.582438609546079,66.43835616438356,0.022211980342113868,0.9750934051297449,0.0029755738047192,0.0222769514478061,-114688.0,-331949.0,0.0,5962836.0,498960.0,-73582.0,-184750.0,0.0,15737357.0,-4345222.0,6015159.0,11133803.0,34.34,-0.25,-0.6099999999999994,-269,-253.0,-154.0,,,52.79,10.87,0.79,台達電,電子零組件業
2024-10-30,2308,15484584,6245035719,407.0,407.5,399.0,404.0,-2.0,9059,-0.0049261083743842,0.0138017565872019,0.01,391.475,3.1994380228622443,392.44,2.9456732239323324,392.44,2.9456732239323324,65.1006711409396,0.022159296152851723,1.656027088561195,-9.274245598700492e-05,0.010092742455987005,-85315.0,-126849.0,0.0,6775420.0,374722.0,-235261.0,-519714.0,0.0,15217621.0,-4278526.0,6937978.0,10184120.0,34.31,-0.28000000000000114,-0.5999999999999943,-68,-395.0,-547.0,,,52.79,10.87,0.79,台達電,電子零組件業
2024-11-01,2308,13680516,5332824946,381.0,396.0,381.0,390.5,-13.5,16392,-0.0334158415841584,-0.0076238881829733,0.026281208935611,391.975,-0.3762995088972598,392.36538461538464,-0.47542028133118475,392.36538461538464,-0.47542028133118475,56.069364161849705,0.020564973616459963,1.426311727228588,0.0250223464792287,0.0012588624563822995,-40721.0,122728.0,0.0,4957794.0,363410.0,4555.0,-313706.0,0.0,14836352.0,-4031416.0,5403211.0,10495785.0,34.39,-0.21999999999999886,-0.6199999999999974,-352,-739.0,-808.0,,0.0464446717287032,52.79,10.87,0.79,台達電,電子零組件業
2024-11-04,2308,8853431,3464532422,388.0,395.0,388.0,395.0,4.5,7077,0.0115236875800255,-0.017412935323383,0.0273081924577374,392.5,0.6369426751592355,392.462962962963,0.6464398622186396,392.462962962963,0.6464398622186396,54.49101796407185,0.02058952429795621,0.9094660830581728,0.02570623315932,0.0016019592984173985,-57284.0,144728.0,0.0,1036416.0,-140473.0,34945.0,-254793.0,0.0,13025272.0,-4210565.0,983387.0,8594859.0,34.41,-0.060000000000002274,-0.5400000000000063,191,-507.0,-558.0,,0.0464446717287032,52.79,10.87,0.79,台達電,電子零組件業
2024-11-05,2308,5889730,2343125507,392.0,403.0,391.0,398.5,3.5,5516,0.0088607594936709,-0.0160493827160493,0.0887978142076502,394.125,1.1100539169045298,392.67857142857144,1.4824920418371912,392.67857142857144,1.4824920418371912,50.0,0.016981551022726752,0.6522903840192914,0.0360764718290882,0.052721342378562006,-63249.0,-155453.0,0.0,503939.0,-189274.0,44079.0,216906.0,0.0,22748357.0,-3964121.0,95963.0,19045221.0,34.36,-0.00999999999999801,-0.8900000000000006,-48,-546.0,-1030.0,,0.0464446717287032,52.79,10.87,0.79,台達電,電子零組件業
2024-11-06,2308,7390256,2961383296,396.0,403.0,395.0,403.0,4.5,6973,0.0112923462986198,-0.0073891625615764,0.0818791946308725,395.65,1.85770251484898,393.0344827586207,2.5355325495701075,393.0344827586207,2.5355325495701075,59.859154929577464,0.016774076293092983,0.8605679586713454,0.022700647563193,0.0591785470676795,-7470.0,21577.0,0.0,733489.0,-465789.0,-92611.0,-3033.0,0.0,24581317.0,-1374621.0,281807.0,23111052.0,34.33,-0.010000000000005116,-0.9600000000000009,-27,-304.0,-1146.0,,0.0464446717287032,52.79,10.87,0.79,台達電,電子零組件業
2024-11-07,2308,6476590,2591209094,403.0,403.0,397.0,399.0,-4.0,5779,-0.009925558312655,-0.0123762376237623,0.044502617801047,396.5,0.6305170239596425,393.23333333333335,1.4664745274222124,393.23333333333335,1.4664745274222124,54.861111111111114,0.01625490467637432,0.7736727706507524,0.0352903162050979,0.009212301595949102,-11993.0,-38223.0,0.0,-1476898.0,-436375.0,-137195.0,151917.0,0.0,20175846.0,-1228366.0,-1963489.0,18962202.0,34.4,0.0899999999999963,-0.8000000000000043,-2,-238.0,-817.0,,0.0464446717287032,52.79,10.87,0.79,台達電,電子零組件業
2024-11-08,2308,7875153,3151999912,400.0,403.0,398.0,400.0,1.0,4851,0.0025062656641603,0.0243277848911651,0.0484927916120576,397.425,0.6479209913820227,393.4516129032258,1.6643436910715792,393.4516129032258,1.6643436910715792,48.412698412698404,0.01623263111371737,0.9495762214093807,0.0395140079462472,0.008978783665810397,4658.0,55600.0,0.0,2172706.0,-552107.0,68946.0,438017.0,0.0,19711150.0,-1080677.0,1680857.0,19137436.0,34.36,-0.030000000000001137,-0.7700000000000031,11,125.0,-819.0,,0.0464446717287032,52.79,10.87,0.79,台達電,電子零組件業
2024-11-11,2308,8120403,3245287791,400.0,402.0,396.5,401.0,1.0,4386,0.0024999999999999,0.0151898734177216,0.0552631578947369,398.475,0.6336658510571525,393.6875,1.857437688521979,393.6875,1.857437688521979,50.806451612903224,0.016162144759944624,0.9663446363983276,0.0274454684637757,0.027817689430961204,-29152.0,101600.0,0.0,5340725.0,-566268.0,33908.0,501014.0,0.0,22404427.0,-1262698.0,4846905.0,21676651.0,34.25,-0.1599999999999966,-0.8500000000000014,13,-53.0,-816.0,,0.0464446717287032,52.79,10.87,0.79,台達電,電子零組件業
2024-11-12,2308,12787890,5123408461,400.0,409.0,395.5,397.0,-4.0,12924,-0.0099750623441396,-0.0037641154328732,0.0245161290322579,398.95,-0.4887830555207362,393.7878787878788,0.8156983455174904,393.7878787878788,0.8156983455174904,43.90243902439024,0.01588830906972483,1.468369014894411,0.0003051820182888,0.0242109470139691,-7407.0,233303.0,0.0,5255982.0,-1436268.0,-41270.0,546417.0,0.0,22919980.0,-2204864.0,4045610.0,21220263.0,34.18,-0.17999999999999972,-0.8900000000000006,115,110.0,-730.0,,0.0464446717287032,52.79,10.87,0.79,台達電,電子零組件業
2024-11-13,2308,6338390,2494169393,392.0,397.0,391.5,393.5,-3.5,8216,-0.008816120906801,-0.0235732009925557,-0.0125470514429109,398.7,-1.3042387760220708,393.77941176470586,-0.07095641782125517,393.77941176470586,-0.07095641782125517,45.76271186440678,0.014686412728613464,0.75355479161542,-0.0185164717127405,0.005969420269829601,-64470.0,118703.0,0.0,2731129.0,-1474565.0,-300451.0,170867.0,0.0,17970498.0,-2274283.0,1310797.0,15566631.0,34.25,-0.0799999999999983,-0.6799999999999997,-33,104.0,-1123.0,,0.0464446717287032,52.79,10.87,0.79,台達電,電子零組件業
2024-11-14,2308,7491836,2917167487,395.0,395.5,386.0,389.0,-4.5,9970,-0.0114358322744599,-0.025062656641604,0.0,398.7,-2.432906947579627,393.64285714285717,-1.1794592632916046,393.64285714285717,-1.1794592632916046,46.15384615384615,0.013890544372380976,0.9023589832682457,-0.0128231744068325,0.0128231744068325,-98787.0,-255774.0,0.0,5052434.0,-1899297.0,-56185.0,-268579.0,0.0,19441619.0,-2134150.0,2798576.0,16982705.0,34.24,-0.1599999999999966,-0.7399999999999949,50,156.0,-482.0,,0.0464446717287032,52.79,10.87,0.79,台達電,電子零組件業
2024-11-15,2308,5194661,2015305461,392.0,393.5,386.0,386.0,-3.0,6524,-0.0077120822622107,-0.035,-0.0153061224489795,398.4,-3.1124497991967814,393.43055555555554,-1.8886574646097332,393.43055555555554,-1.8886574646097332,34.90566037735849,0.013873369996797547,0.6327144202955877,-0.0134703329658856,-0.001835789483093899,-107986.0,-470774.0,0.0,4281956.0,-2840102.0,-143118.0,-512655.0,0.0,17463266.0,-2523955.0,863094.0,14283538.0,34.22,-0.14000000000000057,-0.6600000000000037,13,158.0,-378.0,,0.0464446717287032,52.79,10.87,0.79,台達電,電子零組件業
2024-11-18,2308,4289267,1654431864,386.5,389.0,383.5,386.5,0.5,5069,0.0012953367875647,-0.0361596009975062,-0.0385572139303482,397.625,-2.7978623074504827,393.2432432432432,-1.714776632302406,393.2432432432432,-1.714776632302406,31.68316831683167,0.012451229171353887,0.552817395932288,-0.0400359314138393,0.0014787174834910988,-117164.0,-512333.0,0.0,1339912.0,-2912639.0,-236566.0,-683805.0,0.0,11970797.0,-3309114.0,-2202224.0,7741312.0,34.22,-0.030000000000001137,-0.4299999999999997,30,175.0,-209.0,,0.0464446717287032,52.79,10.87,0.79,台達電,電子零組件業
2024-11-19,2308,5237868,2019108188,385.0,388.0,382.0,388.0,1.5,5732,0.0038809831824062,-0.0226700251889169,-0.03,397.025,-2.273156602229076,393.10526315789474,-1.2987012987012991,393.10526315789474,-1.2987012987012991,32.35294117647058,0.012493144160767109,0.6760493879043276,-0.0294506196036877,-0.0005493803963122976,-99996.0,-553636.0,0.0,-1269039.0,-1999373.0,-207048.0,-675905.0,0.0,11572918.0,-3334159.0,-3922044.0,7355806.0,34.25,0.07000000000000028,-0.4299999999999997,20,80.0,-334.0,,0.0464446717287032,52.79,10.87,0.79,台達電,電子零組件業
2024-11-20,2308,6252197,2421444680,389.0,391.5,384.5,386.5,-1.5,6010,-0.0038659793814432,-0.0177890724269377,-0.0444993819530283,396.125,-2.429788576838121,392.93589743589746,-1.6379000946197375,392.93589743589746,-1.6379000946197375,32.67326732673267,0.012136722172318856,0.807694424101824,-0.0359757021695921,-0.008523679783436197,-59581.0,-161377.0,0.0,-559886.0,-2563688.0,-246209.0,-353046.0,0.0,8867568.0,-4005082.0,-3344532.0,4263231.0,34.29,0.03999999999999915,-0.30000000000000426,32,145.0,-308.0,,0.0464446717287032,52.79,10.87,0.79,台達電,電子零組件業
2024-11-21,2308,10390549,3938760085,380.0,382.5,376.0,381.0,-5.5,14760,-0.0142302716688227,-0.0205655526992287,-0.0439146800501881,395.25,-3.6053130929791233,392.6375,-2.9639298334978137,392.6375,-2.9639298334978137,38.8235294117647,0.012104408691389967,1.2854804159302864,-0.03337404452048,-0.010540635529708103,-4970.0,54000.0,0.0,-3000208.0,-3698519.0,-201065.0,-366846.0,0.0,7350748.0,-5659469.0,-6649697.0,1123368.0,34.36,0.11999999999999744,-0.23000000000000398,345,440.0,-37.0,,0.0464446717287032,52.79,10.87,0.79,台達電,電子零組件業
2024-11-22,2308,9438777,3684205843,386.0,394.0,386.0,394.0,13.0,7075,0.0341207349081364,0.0207253886010363,0.0012706480304955,395.275,-0.3225602428688856,392.6707317073171,0.33851982980837025,392.6707317073171,0.33851982980837025,49.01960784313726,0.014298558713715794,1.1396959363331658,-0.0124121617845184,0.013682809815013899,79173.0,144000.0,0.0,-1520847.0,-2697714.0,-64876.0,-148446.0,0.0,9891609.0,-5726513.0,-3995388.0,3951774.0,34.28,0.060000000000002274,-0.3299999999999983,-572,-145.0,-601.0,,0.0464446717287032,52.79,10.87,0.79,台達電,電子零組件業
2024-11-25,2308,11345997,4476233938,397.0,400.0,393.5,393.5,-0.5,4760,-0.0012690355329949,0.0181112548512289,-0.0211442786069652,394.85,-0.3419019880967489,392.6904761904762,0.20614806281451514,392.6904761904762,0.20614806281451514,44.79166666666667,0.013378543156025706,1.3329485020156064,-0.0171156572031115,-0.0040286214038537,37947.0,194559.0,0.0,-620014.0,-2582444.0,-165653.0,-71446.0,0.0,7097039.0,-6201824.0,-2969952.0,658116.0,34.26,0.03999999999999915,-0.21000000000000085,-111,-286.0,-671.0,,0.0464446717287032,52.79,10.87,0.79,台達電,電子零組件業
2024-11-26,2308,3585059,1396279607,391.0,393.0,387.5,387.5,-6.0,3757,-0.0152477763659466,-0.0012886597938144,-0.0432098765432098,393.975,-1.6435052985595555,392.56976744186045,-1.2914309410266278,392.56976744186045,-1.2914309410266278,34.34343434343434,0.013586155857180546,0.4345942717987005,-0.0223663976126462,-0.020843478930563597,-13648.0,135262.0,0.0,-1147120.0,-2573028.0,-184300.0,-340524.0,0.0,3343762.0,-6197943.0,-3598534.0,-3379005.0,34.3,0.04999999999999716,-0.07000000000000028,-24,-330.0,-686.0,,0.0464446717287032,52.79,10.87,0.79,台達電,電子零組件業
2024-11-27,2308,2766208,1074813405,386.0,393.0,386.0,386.0,-1.5,3850,-0.0038709677419355,-0.001293661060802,-0.0492610837438424,392.975,-1.7749220688339062,392.42045454545456,-1.636116178727598,392.42045454545456,-1.636116178727598,36.170212765957444,0.01354738976214966,0.34819297719881337,-0.0257935111549018,-0.0234675725889406,-7372.0,-174497.0,0.0,-83323.0,-1947521.0,-138893.0,-195594.0,0.0,2821409.0,-6451563.0,-2212713.0,-3964641.0,34.3,0.00999999999999801,-0.04000000000000625,-17,-379.0,-434.0,,0.0464446717287032,52.79,10.87,0.79,台達電,電子零組件業
2024-11-28,2308,5118220,1958405488,386.0,388.0,378.5,384.0,-2.0,6830,-0.005181347150259,0.0078740157480314,-0.0495049504950495,391.975,-2.0345685311563333,392.23333333333335,-2.0990906773179274,392.23333333333335,-2.0990906773179274,33.33333333333333,0.013549979401413673,0.6892158209733956,-0.0228239102296869,-0.0266810402653626,-12978.0,-121697.0,0.0,58407.0,-441458.0,-128728.0,-361694.0,0.0,633735.0,-6475649.0,-517726.0,-6332336.0,34.38,0.020000000000003126,0.07000000000000028,-18,-742.0,-384.0,,0.0464446717287032,52.79,10.87,0.79,台達電,電子零組件業
2024-11-29,2308,6491721,2473781448,376.5,386.0,374.5,381.0,-3.0,5864,-0.0078125,-0.032994923857868,-0.0243277848911651,391.5,-2.6819923371647514,391.9891304347826,-2.8034273354962225,391.9891304347826,-2.8034273354962225,30.0,0.011529015428590209,0.9186341115179316,-0.0227052379822102,-0.0016225469089549,-81428.0,-84697.0,0.0,-3790491.0,-942485.0,-105583.0,-355871.0,0.0,1143324.0,-7032408.0,-4899101.0,-6350538.0,34.43,0.14999999999999858,0.03999999999999915,49,-121.0,17.0,,0.0464446717287032,52.79,10.87,0.79,台達電,電子零組件業
2024-12-02,2308,2892538,1124997841,386.0,391.0,386.0,388.5,7.5,3339,0.0196850393700787,-0.0127064803049555,-0.0164556962025316,391.175,-0.6838371572825519,391.9148936170213,-0.871335504885995,391.9148936170213,-0.871335504885995,42.05607476635514,0.012130621643200093,0.42734243552144807,-0.0099318398503899,-0.006523856352141701,11241.0,-151697.0,0.0,-3701809.0,-618280.0,-97128.0,-367871.0,0.0,2358814.0,-6679631.0,-4460545.0,-4785816.0,34.4,0.14000000000000057,-0.00999999999999801,-10,-20.0,-184.0,,-0.0558975562390445,52.79,10.87,0.79,台達電,電子零組件業
